userId,consignmentlineitemId_D,retailPrice,cost,Barcode
167,231716,89.98999786,71.5,Y-941XPYJV301HMMZ5
167,231717,89.98999786,71.5,Y-750G20XH610BOZRY
167,231718,89.98999786,71.5,Y-322JZ8IZ9410P7CU
167,231719,89.98999786,71.5,Y-725XCTO5205F9WIU
167,231720,89.98999786,71.5,Y-5190OV6S908OWSHK
167,231721,89.98999786,71.5,Y-612SY5MQ708HRP3W
167,231722,89.98999786,71.5,Y-8744CWDM442M3602
167,231723,89.98999786,71.5,Y-4754W0WY951CWD9T
167,231724,89.98999786,71.5,Y-664YO3JO357C4TH5
167,231725,89.98999786,71.5,Y-174HJ6S24834A9X3
167,231726,89.98999786,71.5,Y-1835P58K2122F0L6
167,231727,89.98999786,71.5,Y-8071T14R839BNH0V
167,231728,89.98999786,71.5,Y-927DMV6N532CIP9U
167,231729,89.98999786,71.5,Y-9837DA6O6518ZOS5
167,231730,89.98999786,71.5,Y-983LCVR8180S9MZE
167,231731,89.98999786,71.5,Y-364P4RO3648DP1XS
167,231732,89.98999786,71.5,Y-299PX3FO975G8TS0
167,231733,89.98999786,71.5,Y-860JJSAI2995GAWT
167,231734,89.98999786,71.5,Y-8411U683766FFLT8
167,231735,89.98999786,71.5,Y-4414Z74M4339JCUY
167,231736,89.98999786,71.5,Y-836J17DA124OG7OG
167,231737,89.98999786,71.5,Y-933TQ5ZB534AX0M4
167,231738,89.98999786,71.5,Y-805714GX997RWXNQ
167,231739,89.98999786,71.5,Y-345W9CVA814G9HW9
167,231740,89.98999786,71.5,Y-769YSIBM194EJ369
167,231741,89.98999786,71.5,Y-271MJ5SD304XG26C
167,231742,89.98999786,71.5,Y-172TYBUR2005FITV
167,231743,89.98999786,71.5,Y-234DLOZZ8381TILZ
167,231744,89.98999786,71.5,Y-570C4C5E9488AR2U
167,231745,89.98999786,71.5,Y-8482Z1A64715R5DN
167,231746,89.98999786,71.5,Y-987Z2I1X769SEKPT
167,231747,89.98999786,71.5,Y-513BPFN5516HY5V8
167,231748,89.98999786,71.5,Y-127LSC7Y4954OD7S
167,231749,89.98999786,71.5,Y-373JG8QD6359PGK8
167,231750,89.98999786,71.5,Y-836O3OQG6878D8FK
167,231751,89.98999786,71.5,Y-8806OAZ2718JTWP8
167,231752,89.98999786,71.5,Y-2375NM905255QLFY
167,231753,89.98999786,71.5,Y-805GV5G677114ER4
167,231754,89.98999786,71.5,Y-516DBXIU7286I5KH
167,231755,89.98999786,71.5,Y-334NJXCC552V15II
167,231756,89.98999786,71.5,Y-653K606M491Z27HZ
167,231757,89.98999786,71.5,Y-929IIDJB132HGM88
167,231758,89.98999786,71.5,Y-1394H338353W4ES0
167,231759,89.98999786,71.5,Y-763S9629639QSD73
167,231760,89.98999786,71.5,Y-477Q0SHJ791QVMHI
167,231761,89.98999786,71.5,Y-514GSRJP1444QYHH
167,231762,89.98999786,71.5,Y-550KV17B79830EAO
167,231763,89.98999786,71.5,Y-458COPZR6749P4F2
167,231764,89.98999786,71.5,Y-261NGJ8Y807JADOG
167,231765,89.98999786,71.5,Y-117M66DG641FYBP6
167,231766,89.98999786,71.5,Y-37671JVM479BCO9K
167,231767,89.98999786,71.5,Y-815FI3GB4534J9IW
167,231768,89.98999786,71.5,Y-249ATGYV108G5NK0
167,231769,89.98999786,71.5,Y-399WOHQE132UHEPO
167,231770,89.98999786,71.5,Y-443PIZV8681AQWYX
167,231771,89.98999786,71.5,Y-2846OF5Y146ARHYT
167,231772,89.98999786,71.5,Y-357MWH6B3367J5K7
167,231773,89.98999786,71.5,Y-264U7TYU674DLQX6
167,231774,89.98999786,71.5,Y-35783LW67099G0HK
167,231775,89.98999786,71.5,Y-214UKQ6T649LL532
167,231776,89.98999786,71.5,Y-90893J7K182YMSHW
167,231777,89.98999786,71.5,Y-990XF00324007QE3
167,231778,89.98999786,71.5,Y-500UEVGN163AW49O
167,231779,89.98999786,71.5,Y-748HT6DB326UQSCR
167,231780,89.98999786,71.5,Y-105IJCRH273RURNZ
167,231781,89.98999786,71.5,Y-782A4K416516QR8R
167,231782,89.98999786,71.5,Y-623O1AA3236C60XA
167,231783,89.98999786,71.5,Y-865CBM3H4418MCLD
167,231784,89.98999786,71.5,Y-528KIUPP79548PET
167,231785,89.98999786,71.5,Y-797AXQAE499OKTR5
167,231786,89.98999786,71.5,Y-523JLXY212858KZ8
167,231787,89.98999786,71.5,Y-958O3KLS730R5S1V
167,231788,89.98999786,71.5,Y-347Y4TIB741302RE
167,231789,89.98999786,71.5,Y-370OANVK447WWX1S
167,231790,89.98999786,71.5,Y-543O6IR6588J81K5
167,231791,89.98999786,71.5,Y-975AWTW1639GEZK5
167,231792,89.98999786,71.5,Y-240IYPM3384CBPXB
167,231793,89.98999786,71.5,Y-4034TMR3566FCPRB
167,231794,89.98999786,71.5,Y-904CQE388056711I
167,231795,89.98999786,71.5,Y-488V8FDT5384GBJK
167,231796,89.98999786,71.5,Y-503L4ONV967SHD77
167,231797,89.98999786,71.5,Y-773QV75N1016LD9I
167,231798,89.98999786,71.5,Y-589ULUZ2442S3HLK
167,231799,89.98999786,71.5,Y-434L732Y567RINBN
167,231800,89.98999786,71.5,Y-262FZ1XI396T7RSX
167,231801,89.98999786,71.5,Y-306V3UU23005UCUA
167,231802,89.98999786,71.5,Y-1034IV9F9708KMSC
167,231803,89.98999786,71.5,Y-559Q40L37664MN3D
167,231804,89.98999786,71.5,Y-969TXU5M382T866V
167,231805,89.98999786,71.5,Y-368W80CU2359XZRG
167,231806,89.98999786,71.5,Y-977TYWCX866J5ZQO
167,231807,89.98999786,71.5,Y-210J6P7R678IKX88
167,231808,89.98999786,71.5,Y-55258KI99682EACH
167,231809,89.98999786,71.5,Y-4295LRDQ698IUY6C
167,231810,89.98999786,71.5,Y-399OUWNB470WIVLS
167,231811,89.98999786,71.5,Y-845XGXJC481X4NHW
167,231812,89.98999786,71.5,Y-635GOWD8838PWBXZ
167,231813,89.98999786,71.5,Y-7267TKOA546K9S7L
167,231814,89.98999786,71.5,Y-873YABHL716TV2SX
167,231815,89.98999786,71.5,Y-388DR6TY892H15CB
167,231816,89.98999786,71.5,Y-71166VOS232D4P8O
167,231817,89.98999786,71.5,Y-989DWMTJ809N03UK
167,231818,89.98999786,71.5,Y-7421F83C8130FC9V
167,231819,89.98999786,71.5,Y-152LYO5K394WWAZ7
167,231820,89.98999786,71.5,Y-6857W60T321V3ZJ0
167,231821,89.98999786,71.5,Y-826LCJGG502O8D78
167,231822,89.98999786,71.5,Y-697TCMU5177DSL35
167,231823,89.98999786,71.5,Y-364NDZK4444S5H0N
167,231824,89.98999786,71.5,Y-410QFBX17759D60X
167,231825,89.98999786,71.5,Y-956NCUIF50327EK4
167,231826,89.98999786,71.5,Y-165NSWPA320HOY6G
167,231827,89.98999786,71.5,Y-972JQ7XR3013SWF1
167,231828,89.98999786,71.5,Y-160MAPBM886WR78K
167,231829,89.98999786,71.5,Y-216520TU552H64UU
167,231830,89.98999786,71.5,Y-2919IO732785V5UN
167,231831,89.98999786,71.5,Y-980QSUA1243D1BUH
167,231832,89.98999786,71.5,Y-312VUK2V731G4104
167,231833,89.98999786,71.5,Y-544FUPS5779KCKDF
167,231834,89.98999786,71.5,Y-842ZJDW4983LBPXK
167,231835,89.98999786,71.5,Y-606GVE4H72809FUV
167,231836,89.98999786,71.5,Y-24972SHB149NOD8C
167,231837,89.98999786,71.5,Y-827LBSCC673X2PI2
167,231838,89.98999786,71.5,Y-600MG2GZ2640485M
167,231839,89.98999786,71.5,Y-407MJR9V346XXO7V
167,231840,89.98999786,71.5,Y-909VFJ4N150VKQR7
167,231841,89.98999786,71.5,Y-53221JH7900LQXHC
167,231842,89.98999786,71.5,Y-658J6MH3496GU64A
167,231843,89.98999786,71.5,Y-6389A1IR44119RAH
167,231844,89.98999786,71.5,Y-498AGIJI369CJM13
167,231845,89.98999786,71.5,Y-364APK5Z822II7DE
167,231846,89.98999786,71.5,Y-629VYF7J96957KBB
167,231847,89.98999786,71.5,Y-723L4JTJ589Q1WXJ
167,231848,89.98999786,71.5,Y-6522V5HH528Z33L2
167,231849,89.98999786,71.5,Y-633ULHDO147YU20O
167,231850,89.98999786,71.5,Y-955ZQ91O3983CME9
167,231851,89.98999786,71.5,Y-96547GEB12032ZBA
167,231852,89.98999786,71.5,Y-6540MXZM389PJHWS
167,231853,89.98999786,71.5,Y-964GH99E301ZVJNM
167,231854,89.98999786,71.5,Y-469W39GM316ADN47
167,231855,89.98999786,71.5,Y-262QKQES815551MD
167,231856,89.98999786,71.5,Y-189K3VQM422Y55W6
167,231857,89.98999786,71.5,Y-953C3AHM147J6C73
167,231858,89.98999786,71.5,Y-304G4C9N515X3M1T
167,231859,89.98999786,71.5,Y-227N9SMN399G1JPF
167,231860,89.98999786,71.5,Y-20193JD099015XNA
167,231861,89.98999786,71.5,Y-495Q6WRH935VPUWR
167,231862,89.98999786,71.5,Y-759EFAIZ568N86RR
167,231863,89.98999786,71.5,Y-1937PA7R941YGKHU
167,231864,89.98999786,71.5,Y-6722S5FD2310T9LO
167,231865,89.98999786,71.5,Y-814A1UWB654TD9OF
167,231866,89.98999786,71.5,Y-151JYOTZ4567LHPW
167,231867,89.98999786,71.5,Y-349CUCRN5951WFES
167,231868,89.98999786,71.5,Y-715QGGNF5753MGLV
167,231869,89.98999786,71.5,Y-873VD4HZ7795SBUP
167,231870,89.98999786,71.5,Y-195L74E9141AXYUP
167,231871,89.98999786,71.5,Y-92468TKB229WH69H
167,231872,89.98999786,71.5,Y-77480U8W643EE79M
167,231873,89.98999786,71.5,Y-354SBNDU3674JCN4
167,231874,89.98999786,71.5,Y-328EUJ8O562ZJEQK
167,231875,89.98999786,71.5,Y-50218OS34137T6JV
167,231876,89.98999786,71.5,Y-203YKSZK9488Z03T
167,231877,89.98999786,71.5,Y-866JGZVP9040LTT6
167,231878,89.98999786,71.5,Y-752IPB9W929O22QX
167,231879,89.98999786,71.5,Y-338MUG6V514FOPEG
167,231880,89.98999786,71.5,Y-991PFXEW707GEMI1
167,231881,89.98999786,71.5,Y-115QJV1H813M8JIK
167,231882,89.98999786,71.5,Y-8348T2AC105GZTVM
167,231883,89.98999786,71.5,Y-96312WNU9944D04H
167,231884,89.98999786,71.5,Y-234RXRF6489H59BR
167,231885,89.98999786,71.5,Y-7372HPAL365KUGUL
167,231886,89.98999786,71.5,Y-293D9SJ8784GM8E7
167,231887,89.98999786,71.5,Y-110BU7O08401UE85
167,231888,89.98999786,71.5,Y-890QT4TL833Q9QML
167,231889,89.98999786,71.5,Y-216FT046654WV565
167,231890,89.98999786,71.5,Y-231CAM6R673CXZKL
167,231891,89.98999786,71.5,Y-732QZXJO177JHRX5
167,231892,89.98999786,71.5,Y-900LS1XI100V3H2R
167,231893,89.98999786,71.5,Y-298V1YJD6781992E
167,231894,89.98999786,71.5,Y-7362SQXH567LN7IE
167,231895,89.98999786,71.5,Y-6915SOPG729A7H7H
167,231896,89.98999786,71.5,Y-3052MT8B287NHS99
167,231897,89.98999786,71.5,Y-743I04FN129U64OW
167,231898,89.98999786,71.5,Y-895I2TJ5113R8871
167,231899,89.98999786,71.5,Y-266ORSCF351NLAP4
167,231900,89.98999786,71.5,Y-946ILIPK454BJTHO
167,231901,89.98999786,71.5,Y-523OBYI63780PLSO
167,231902,89.98999786,71.5,Y-321HE8BT776892WV
167,231903,89.98999786,71.5,Y-601ULHPL915SE2UO
167,231904,89.98999786,71.5,Y-4211CIBH458DVP60
167,231905,89.98999786,71.5,Y-923UI68X304O4JE9
167,231906,89.98999786,71.5,Y-8490OUY97598L10D
167,231907,89.98999786,71.5,Y-988C2TL0115LK9GC
167,231908,89.98999786,71.5,Y-424FKCYO4594FCR9
167,231909,89.98999786,71.5,Y-748V590M558SD6X7
167,231910,89.98999786,71.5,Y-998YIGDY129FZZ6M
167,231911,89.98999786,71.5,Y-5577CYE9674G8MXO
167,231912,89.98999786,71.5,Y-40938JUG4306ZA7R
167,231913,89.98999786,71.5,Y-706ZYDE72201B8I4
167,231914,89.98999786,71.5,Y-155IO8YO6622N8VC
167,231915,89.98999786,71.5,Y-3588HD13318SBYTV
167,231916,89.98999786,71.5,Y-713NY45Z372IZQ4G
167,231917,89.98999786,71.5,Y-293K7TVU314YEBRW
167,231918,89.98999786,71.5,Y-3552CA9B754XC9D9
167,231919,89.98999786,71.5,Y-447P9JML24344LK4
167,231920,89.98999786,71.5,Y-710YSKVB8677QIGT
167,231921,89.98999786,71.5,Y-682C89IR818P7KZ3
167,231922,89.98999786,71.5,Y-485JUJQG682WA1IM
167,231923,89.98999786,71.5,Y-100ARUCS907TS56O
167,231924,89.98999786,71.5,Y-167ZS4WI550J3AZQ
167,231925,89.98999786,71.5,Y-3232KMVV417R6EGB
167,231926,89.98999786,71.5,Y-194RR5YK1138MCQH
167,231927,89.98999786,71.5,Y-469RT2T5748GDRQC
167,231928,89.98999786,71.5,Y-501GN83N118X6ZVP
167,231929,89.98999786,71.5,Y-160I7WXM173TB0J4
167,231930,89.98999786,71.5,Y-911HHBQ956982026
167,231931,89.98999786,71.5,Y-209ROY4N10418O7V
167,231932,89.98999786,71.5,Y-213CAVEO425Y6JCZ
167,231933,89.98999786,71.5,Y-1625900O131BTA09
167,231934,89.98999786,71.5,Y-265HTGWU701D4CPT
167,231935,89.98999786,71.5,Y-4710RJOV458W2507
167,231936,89.98999786,71.5,Y-542ZC0437769M20A
167,231937,89.98999786,71.5,Y-233GEL8H9124VT2J
167,231938,89.98999786,71.5,Y-9100R1RI205J00KA
167,231939,89.98999786,71.5,Y-1258CPOP790TBAFA
167,231940,89.98999786,71.5,Y-318FPPVW636L3T9Q
167,231941,89.98999786,71.5,Y-168L8ZS22875KKA4
167,231942,89.98999786,71.5,Y-678LLHYV349VMTO2
167,231943,89.98999786,71.5,Y-923M0CP5543YSE86
167,231944,89.98999786,71.5,Y-531QT0RH36644O9Y
167,231945,89.98999786,71.5,Y-479M3R8F363L3E3W
167,231946,89.98999786,71.5,Y-757RXS8U382BZEQ6
167,231947,89.98999786,71.5,Y-325TPL6C601ZJ2X3
167,231948,89.98999786,71.5,Y-213MAXNX290VLYFP
167,231949,89.98999786,71.5,Y-185FCKNL523TETD3
167,231950,89.98999786,71.5,Y-192DKUE9993O04H6
167,231951,89.98999786,71.5,Y-283OPM2W863OGDF0
167,231952,89.98999786,71.5,Y-295RWTX2107ZIMHY
167,231953,89.98999786,71.5,Y-8711GWTP263X3FUV
167,231954,89.98999786,71.5,Y-795LYM9H596F1M0N
167,231955,89.98999786,71.5,Y-664GLG4A548HLI5D
167,231956,89.98999786,71.5,Y-616B2WOX970F3IYR
167,231957,89.98999786,71.5,Y-567ZEU35815FU0SD
167,231958,89.98999786,71.5,Y-334RYH2L5088CN8Y
167,231959,89.98999786,71.5,Y-236N9TT0168UPAJ4
167,231960,89.98999786,71.5,Y-347UMLNM322FX12T
167,231961,89.98999786,71.5,Y-785MIVU4750IR7WH
167,231962,89.98999786,71.5,Y-715OHMNB963RZM54
167,231963,89.98999786,71.5,Y-130TIPB3467Z1Y3T
167,231964,89.98999786,71.5,Y-458UZP8H592SEBVA
167,231965,89.98999786,71.5,Y-4623XKE5949JSS4F
167,231966,89.98999786,71.5,Y-5845H2DS2371JKI2
